angry0,box0,disgust0,fear0,happy0,neutral0,sad0,surprise0
0.14,"[222, 51, 90, 109]",0.0,0.06,0.01,0.07,0.71,0.0
0.19,"[221, 51, 91, 110]",0.0,0.05,0.01,0.07,0.68,0.0
0.15,"[216, 46, 98, 124]",0.0,0.05,0.02,0.09,0.68,0.01
0.17,"[216, 46, 99, 123]",0.0,0.04,0.02,0.11,0.67,0.0
0.23,"[221, 49, 92, 114]",0.0,0.04,0.0,0.07,0.66,0.0
0.23,"[221, 49, 92, 114]",0.0,0.04,0.0,0.07,0.66,0.0
0.16,"[216, 45, 99, 124]",0.0,0.03,0.01,0.11,0.69,0.0
0.17,"[216, 45, 100, 125]",0.0,0.04,0.02,0.09,0.68,0.01
0.16,"[216, 45, 100, 125]",0.0,0.04,0.02,0.1,0.67,0.01
0.15,"[215, 45, 99, 126]",0.0,0.07,0.03,0.08,0.66,0.01
0.17,"[215, 45, 101, 126]",0.0,0.07,0.03,0.09,0.64,0.01
0.17,"[215, 45, 101, 126]",0.0,0.07,0.02,0.09,0.64,0.01
0.15,"[215, 46, 99, 124]",0.0,0.06,0.04,0.07,0.67,0.01
0.14,"[216, 46, 97, 124]",0.0,0.06,0.03,0.07,0.68,0.01
0.16,"[216, 47, 98, 121]",0.0,0.04,0.02,0.07,0.71,0.01
0.1,"[217, 47, 96, 121]",0.0,0.04,0.02,0.05,0.8,0.0
0.06,"[216, 47, 97, 121]",0.0,0.03,0.02,0.04,0.84,0.01
0.12,"[216, 46, 97, 120]",0.0,0.03,0.02,0.09,0.73,0.01
0.17,"[214, 45, 99, 127]",0.0,0.07,0.24,0.09,0.41,0.02
0.21,"[218, 46, 93, 115]",0.0,0.02,0.06,0.27,0.44,0.0
0.18,"[214, 44, 98, 128]",0.0,0.05,0.32,0.14,0.31,0.01
0.22,"[215, 44, 97, 128]",0.0,0.04,0.32,0.13,0.29,0.01
0.17,"[214, 43, 100, 130]",0.0,0.05,0.32,0.17,0.27,0.02
0.21,"[215, 44, 97, 129]",0.0,0.07,0.21,0.13,0.36,0.02
0.2,"[214, 44, 98, 128]",0.0,0.05,0.28,0.16,0.29,0.01
0.21,"[214, 44, 98, 129]",0.0,0.08,0.15,0.13,0.42,0.02
0.18,"[214, 44, 98, 128]",0.0,0.05,0.21,0.17,0.38,0.01
0.2,"[214, 44, 98, 128]",0.0,0.05,0.22,0.16,0.36,0.01
0.25,"[214, 44, 98, 126]",0.0,0.03,0.1,0.19,0.42,0.01
0.26,"[214, 44, 98, 126]",0.0,0.04,0.11,0.18,0.41,0.01
0.3,"[215, 44, 97, 126]",0.0,0.03,0.18,0.17,0.31,0.01
0.31,"[215, 44, 97, 126]",0.0,0.04,0.17,0.18,0.3,0.01
0.27,"[214, 44, 97, 126]",0.0,0.04,0.1,0.18,0.4,0.01
0.24,"[213, 44, 98, 127]",0.0,0.03,0.12,0.18,0.42,0.01
0.33,"[215, 45, 96, 124]",0.0,0.03,0.09,0.21,0.34,0.0
0.23,"[214, 44, 97, 127]",0.0,0.03,0.15,0.17,0.41,0.01
0.26,"[214, 44, 97, 126]",0.0,0.05,0.1,0.18,0.4,0.01
0.27,"[214, 44, 97, 126]",0.0,0.05,0.1,0.18,0.41,0.01
0.27,"[214, 44, 97, 126]",0.0,0.05,0.09,0.18,0.41,0.01
0.27,"[214, 44, 97, 126]",0.0,0.05,0.08,0.18,0.42,0.01
0.24,"[214, 45, 97, 125]",0.0,0.04,0.09,0.17,0.45,0.0
0.31,"[214, 45, 97, 124]",0.0,0.04,0.09,0.2,0.34,0.01
0.31,"[214, 45, 97, 124]",0.0,0.04,0.08,0.21,0.35,0.01
0.3,"[215, 45, 96, 124]",0.0,0.04,0.08,0.21,0.36,0.01
0.28,"[214, 45, 98, 124]",0.0,0.04,0.08,0.21,0.37,0.01
0.34,"[215, 45, 97, 124]",0.0,0.06,0.06,0.18,0.35,0.01
0.27,"[214, 45, 98, 125]",0.0,0.04,0.09,0.14,0.45,0.01
0.26,"[214, 44, 97, 127]",0.0,0.04,0.13,0.16,0.38,0.01
0.23,"[214, 44, 98, 127]",0.0,0.03,0.35,0.14,0.24,0.01
0.26,"[215, 44, 97, 127]",0.0,0.03,0.32,0.13,0.24,0.01
0.27,"[215, 44, 97, 127]",0.0,0.03,0.32,0.13,0.23,0.01
0.27,"[215, 44, 97, 127]",0.0,0.04,0.3,0.14,0.24,0.01
0.24,"[215, 44, 97, 127]",0.0,0.04,0.33,0.15,0.23,0.01
0.24,"[214, 44, 98, 127]",0.0,0.04,0.33,0.15,0.24,0.01
0.23,"[215, 44, 97, 128]",0.0,0.06,0.19,0.16,0.35,0.01
0.24,"[214, 44, 99, 128]",0.0,0.06,0.2,0.15,0.33,0.01
0.23,"[214, 44, 99, 128]",0.0,0.06,0.2,0.16,0.34,0.01
0.23,"[214, 44, 98, 128]",0.0,0.05,0.23,0.14,0.33,0.01
0.2,"[213, 44, 100, 128]",0.0,0.05,0.23,0.16,0.34,0.01
0.17,"[213, 44, 100, 129]",0.0,0.09,0.19,0.14,0.38,0.03
0.21,"[214, 44, 99, 128]",0.0,0.06,0.18,0.16,0.38,0.01
0.22,"[214, 44, 99, 128]",0.0,0.06,0.19,0.15,0.37,0.01
0.22,"[213, 43, 100, 130]",0.0,0.06,0.24,0.14,0.31,0.02
0.26,"[221, 47, 90, 114]",0.0,0.02,0.02,0.18,0.52,0.0
0.2,"[214, 44, 99, 128]",0.0,0.06,0.22,0.16,0.35,0.02
0.21,"[213, 43, 100, 130]",0.0,0.07,0.27,0.13,0.3,0.02
0.12,"[222, 49, 89, 111]",0.0,0.05,0.02,0.11,0.69,0.01
0.09,"[215, 44, 99, 126]",0.0,0.08,0.04,0.06,0.72,0.01
0.11,"[214, 44, 99, 126]",0.0,0.07,0.07,0.06,0.66,0.03
0.11,"[213, 44, 100, 128]",0.0,0.12,0.07,0.05,0.64,0.01
0.13,"[213, 43, 98, 130]",0.0,0.1,0.08,0.09,0.58,0.01
0.2,"[214, 43, 98, 129]",0.0,0.06,0.19,0.12,0.41,0.01
0.2,"[213, 43, 100, 129]",0.0,0.06,0.19,0.12,0.41,0.01
0.28,"[213, 43, 99, 129]",0.0,0.06,0.14,0.14,0.38,0.01
0.2,"[213, 43, 100, 130]",0.0,0.09,0.21,0.13,0.35,0.01
0.21,"[213, 43, 100, 129]",0.0,0.06,0.21,0.14,0.37,0.01
0.2,"[213, 43, 100, 130]",0.0,0.09,0.21,0.14,0.35,0.01
0.27,"[213, 43, 99, 129]",0.0,0.06,0.14,0.15,0.37,0.01
0.28,"[213, 43, 99, 129]",0.0,0.06,0.14,0.16,0.36,0.01
0.22,"[214, 43, 99, 129]",0.0,0.06,0.19,0.14,0.37,0.01
0.28,"[213, 43, 99, 129]",0.0,0.05,0.13,0.17,0.35,0.01
0.22,"[213, 43, 100, 129]",0.0,0.05,0.23,0.14,0.34,0.01
0.24,"[213, 43, 100, 129]",0.0,0.05,0.25,0.13,0.32,0.01
0.24,"[214, 43, 99, 129]",0.0,0.04,0.29,0.14,0.27,0.01
0.24,"[214, 43, 99, 129]",0.0,0.04,0.29,0.14,0.27,0.01
0.24,"[214, 43, 99, 129]",0.0,0.05,0.28,0.15,0.27,0.01
0.22,"[214, 43, 99, 129]",0.0,0.04,0.32,0.15,0.26,0.01
0.21,"[213, 43, 100, 130]",0.0,0.07,0.25,0.14,0.31,0.01
0.17,"[213, 42, 101, 132]",0.0,0.06,0.28,0.17,0.3,0.02
0.16,"[213, 43, 101, 130]",0.0,0.08,0.17,0.19,0.38,0.02
0.19,"[213, 43, 99, 130]",0.0,0.06,0.25,0.17,0.3,0.01
0.2,"[213, 44, 99, 129]",0.0,0.1,0.1,0.14,0.44,0.02
0.2,"[213, 43, 100, 130]",0.0,0.05,0.22,0.18,0.34,0.01
0.26,"[214, 44, 98, 127]",0.0,0.07,0.13,0.16,0.37,0.01
0.3,"[221, 52, 91, 111]",0.0,0.05,0.01,0.14,0.49,0.0
0.22,"[213, 44, 99, 128]",0.0,0.05,0.2,0.18,0.34,0.01
0.32,"[213, 44, 98, 128]",0.0,0.04,0.09,0.14,0.4,0.01
0.28,"[213, 44, 99, 127]",0.0,0.05,0.06,0.2,0.41,0.01
0.28,"[213, 45, 99, 126]",0.0,0.07,0.06,0.15,0.44,0.01
0.28,"[213, 44, 99, 127]",0.0,0.04,0.06,0.19,0.42,0.01
0.31,"[213, 45, 99, 126]",0.0,0.07,0.05,0.14,0.41,0.01
0.26,"[214, 44, 99, 127]",0.0,0.06,0.09,0.18,0.4,0.01
0.26,"[213, 44, 99, 128]",0.0,0.03,0.22,0.18,0.3,0.01
0.17,"[213, 44, 101, 129]",0.0,0.04,0.33,0.18,0.26,0.01
0.17,"[213, 44, 101, 129]",0.0,0.05,0.31,0.18,0.28,0.01
0.18,"[213, 44, 101, 129]",0.0,0.05,0.29,0.17,0.29,0.01
0.17,"[213, 44, 101, 129]",0.0,0.04,0.31,0.17,0.29,0.01
0.17,"[213, 44, 101, 129]",0.0,0.04,0.32,0.18,0.28,0.01
0.21,"[214, 44, 100, 129]",0.0,0.08,0.12,0.24,0.34,0.01
0.22,"[214, 44, 100, 129]",0.0,0.08,0.12,0.24,0.33,0.01
0.28,"[214, 44, 99, 128]",0.0,0.04,0.21,0.21,0.25,0.01
0.3,"[214, 44, 100, 128]",0.0,0.04,0.22,0.2,0.23,0.01
0.32,"[214, 44, 100, 128]",0.0,0.04,0.16,0.22,0.25,0.01
0.31,"[214, 45, 99, 127]",0.0,0.05,0.14,0.17,0.31,0.01
0.25,"[213, 45, 101, 128]",0.0,0.06,0.17,0.19,0.32,0.01
0.29,"[214, 44, 100, 129]",0.0,0.06,0.14,0.23,0.27,0.01
0.29,"[214, 44, 100, 129]",0.0,0.05,0.15,0.24,0.26,0.01
0.3,"[214, 45, 99, 127]",0.0,0.05,0.14,0.18,0.32,0.01
0.25,"[214, 45, 100, 128]",0.0,0.06,0.17,0.19,0.32,0.01
0.26,"[214, 45, 100, 128]",0.0,0.05,0.19,0.18,0.31,0.01
0.32,"[214, 45, 100, 127]",0.0,0.05,0.12,0.2,0.31,0.01
0.33,"[215, 46, 99, 125]",0.0,0.05,0.06,0.18,0.37,0.01
0.24,"[215, 46, 99, 126]",0.0,0.07,0.1,0.19,0.39,0.01
0.38,"[214, 46, 100, 126]",0.0,0.05,0.11,0.15,0.31,0.01
0.37,"[214, 46, 100, 126]",0.0,0.05,0.11,0.15,0.31,0.01
0.39,"[214, 46, 99, 126]",0.0,0.04,0.1,0.15,0.3,0.01
0.26,"[214, 46, 100, 127]",0.0,0.07,0.15,0.17,0.33,0.02
0.25,"[215, 46, 99, 127]",0.0,0.07,0.16,0.18,0.34,0.01
0.26,"[214, 46, 99, 127]",0.0,0.07,0.12,0.16,0.39,0.01
0.25,"[214, 46, 99, 127]",0.0,0.07,0.13,0.15,0.39,0.01
0.25,"[214, 46, 100, 127]",0.0,0.06,0.16,0.19,0.32,0.01
0.31,"[215, 47, 99, 125]",0.0,0.05,0.12,0.14,0.36,0.01
0.25,"[214, 46, 100, 127]",0.0,0.06,0.18,0.2,0.3,0.01
0.25,"[214, 46, 100, 127]",0.0,0.06,0.16,0.21,0.31,0.01
0.18,"[214, 45, 99, 129]",0.0,0.05,0.28,0.22,0.26,0.01
0.22,"[214, 45, 101, 129]",0.0,0.07,0.19,0.23,0.27,0.02
0.2,"[214, 45, 100, 129]",0.0,0.07,0.19,0.24,0.27,0.02
0.28,"[215, 47, 99, 124]",0.0,0.06,0.07,0.19,0.39,0.01
0.28,"[215, 47, 99, 125]",0.0,0.05,0.07,0.19,0.4,0.01
0.27,"[215, 47, 100, 124]",0.0,0.05,0.06,0.2,0.41,0.01
0.26,"[215, 47, 100, 124]",0.0,0.05,0.08,0.21,0.39,0.01
0.29,"[215, 47, 99, 125]",0.0,0.04,0.08,0.21,0.36,0.01
0.24,"[215, 47, 99, 126]",0.0,0.07,0.1,0.2,0.37,0.02
0.29,"[215, 47, 100, 124]",0.0,0.05,0.07,0.24,0.34,0.01
0.34,"[214, 47, 100, 126]",0.0,0.05,0.12,0.18,0.3,0.01
0.24,"[215, 46, 99, 127]",0.0,0.05,0.15,0.25,0.3,0.01
0.24,"[215, 46, 99, 127]",0.0,0.05,0.15,0.25,0.29,0.01
0.24,"[215, 46, 99, 127]",0.0,0.05,0.16,0.25,0.28,0.01
0.21,"[214, 46, 100, 128]",0.0,0.06,0.26,0.22,0.24,0.02
0.24,"[214, 47, 100, 127]",0.0,0.07,0.21,0.18,0.27,0.03
0.27,"[216, 47, 99, 124]",0.0,0.05,0.12,0.24,0.3,0.01
0.28,"[217, 48, 98, 122]",0.0,0.05,0.1,0.26,0.31,0.01
0.3,"[216, 48, 98, 122]",0.0,0.05,0.04,0.21,0.39,0.01
0.29,"[216, 48, 98, 122]",0.0,0.04,0.05,0.22,0.39,0.01
0.28,"[216, 48, 98, 122]",0.0,0.04,0.05,0.22,0.39,0.01
0.29,"[216, 48, 98, 122]",0.0,0.04,0.05,0.22,0.39,0.01
0.26,"[216, 47, 99, 124]",0.0,0.05,0.11,0.25,0.33,0.01
0.28,"[215, 47, 100, 124]",0.0,0.04,0.16,0.21,0.3,0.01
0.27,"[221, 51, 92, 113]",0.0,0.05,0.04,0.21,0.43,0.0
0.35,"[221, 51, 91, 113]",0.0,0.05,0.02,0.16,0.42,0.0
0.33,"[220, 51, 93, 113]",0.0,0.04,0.02,0.17,0.44,0.0
0.42,"[221, 52, 92, 112]",0.0,0.05,0.02,0.15,0.37,0.0
0.3,"[221, 52, 92, 111]",0.0,0.05,0.03,0.23,0.38,0.0
0.2,"[214, 46, 101, 128]",0.0,0.07,0.26,0.2,0.25,0.02
0.28,"[214, 46, 100, 127]",0.0,0.04,0.28,0.18,0.21,0.01
0.22,"[215, 46, 100, 127]",0.0,0.07,0.15,0.25,0.3,0.02
0.22,"[215, 46, 100, 127]",0.0,0.06,0.14,0.27,0.3,0.02
0.22,"[215, 46, 101, 127]",0.0,0.06,0.13,0.27,0.31,0.02
0.23,"[215, 46, 101, 127]",0.0,0.06,0.13,0.26,0.29,0.02
0.23,"[216, 47, 99, 126]",0.0,0.08,0.14,0.17,0.37,0.01
0.23,"[215, 46, 100, 127]",0.0,0.06,0.17,0.26,0.26,0.02
0.25,"[216, 46, 99, 127]",0.0,0.06,0.17,0.25,0.26,0.02
0.34,"[216, 47, 99, 124]",0.0,0.05,0.11,0.23,0.25,0.01
0.27,"[216, 46, 99, 127]",0.0,0.06,0.17,0.25,0.24,0.02
0.32,"[216, 47, 99, 125]",0.0,0.05,0.13,0.19,0.3,0.01
0.36,"[215, 47, 100, 125]",0.0,0.05,0.11,0.18,0.29,0.01
0.27,"[216, 47, 100, 125]",0.0,0.05,0.15,0.22,0.31,0.01
0.12,"[223, 53, 90, 108]",0.0,0.06,0.01,0.12,0.68,0.0
0.26,"[217, 48, 98, 121]",0.0,0.05,0.04,0.14,0.5,0.01
0.19,"[216, 47, 101, 125]",0.0,0.05,0.13,0.17,0.44,0.01
0.28,"[215, 47, 100, 124]",0.0,0.05,0.16,0.17,0.33,0.01
0.21,"[215, 45, 101, 128]",0.0,0.05,0.19,0.2,0.33,0.02
0.21,"[215, 46, 101, 126]",0.0,0.05,0.14,0.19,0.39,0.01
0.15,"[214, 45, 102, 129]",0.0,0.05,0.37,0.16,0.25,0.02
0.16,"[214, 45, 102, 129]",0.0,0.06,0.34,0.17,0.25,0.02
0.16,"[214, 45, 102, 129]",0.0,0.05,0.34,0.18,0.24,0.02
0.13,"[214, 45, 101, 129]",0.0,0.04,0.48,0.14,0.2,0.01
0.21,"[215, 44, 101, 130]",0.0,0.05,0.23,0.2,0.29,0.02
0.2,"[215, 44, 101, 130]",0.0,0.05,0.24,0.2,0.28,0.02
0.2,"[214, 44, 102, 130]",0.0,0.05,0.25,0.21,0.28,0.01
0.19,"[214, 45, 102, 129]",0.0,0.06,0.33,0.18,0.21,0.02
0.35,"[215, 46, 100, 126]",0.0,0.04,0.17,0.21,0.22,0.01
0.15,"[214, 45, 102, 130]",0.0,0.06,0.34,0.2,0.23,0.03
0.16,"[214, 45, 101, 130]",0.0,0.06,0.28,0.22,0.25,0.03
0.16,"[214, 45, 101, 130]",0.0,0.06,0.28,0.22,0.24,0.03
0.27,"[215, 45, 100, 129]",0.0,0.06,0.21,0.2,0.23,0.03
0.33,"[215, 46, 99, 127]",0.0,0.05,0.17,0.19,0.25,0.01
0.18,"[214, 45, 101, 130]",0.0,0.06,0.26,0.22,0.25,0.03
0.29,"[215, 45, 100, 129]",0.0,0.06,0.17,0.21,0.24,0.03
0.34,"[215, 46, 99, 127]",0.0,0.05,0.19,0.18,0.24,0.01
0.33,"[215, 46, 99, 127]",0.0,0.04,0.2,0.18,0.24,0.01
0.35,"[215, 46, 99, 127]",0.0,0.05,0.19,0.17,0.24,0.01
0.34,"[215, 46, 99, 127]",0.0,0.05,0.2,0.17,0.23,0.01
0.34,"[215, 46, 99, 127]",0.0,0.05,0.17,0.16,0.27,0.01
0.33,"[215, 46, 99, 127]",0.0,0.05,0.15,0.17,0.29,0.01
0.33,"[215, 46, 99, 127]",0.0,0.05,0.15,0.17,0.29,0.01
0.33,"[215, 46, 99, 127]",0.0,0.05,0.15,0.17,0.29,0.01
0.3,"[215, 46, 100, 127]",0.0,0.05,0.19,0.19,0.24,0.02
0.29,"[215, 46, 100, 127]",0.0,0.05,0.24,0.18,0.22,0.01
0.3,"[215, 46, 100, 127]",0.0,0.05,0.23,0.18,0.21,0.02
0.3,"[215, 46, 100, 127]",0.0,0.05,0.25,0.18,0.21,0.02
0.22,"[214, 46, 101, 128]",0.0,0.05,0.35,0.18,0.19,0.02
0.26,"[215, 45, 100, 129]",0.0,0.06,0.21,0.22,0.23,0.02
0.31,"[215, 46, 99, 127]",0.0,0.05,0.15,0.21,0.26,0.01
0.25,"[214, 45, 100, 128]",0.0,0.04,0.28,0.2,0.21,0.01
0.31,"[215, 45, 99, 127]",0.0,0.05,0.19,0.2,0.24,0.01
0.38,"[214, 45, 99, 126]",0.0,0.05,0.16,0.18,0.21,0.01
0.39,"[221, 49, 92, 114]",0.0,0.04,0.03,0.16,0.37,0.0
0.41,"[221, 52, 91, 110]",0.0,0.07,0.03,0.19,0.3,0.0
0.2,"[218, 45, 93, 117]",0.0,0.02,0.08,0.26,0.43,0.01
0.2,"[219, 45, 92, 115]",0.0,0.02,0.05,0.34,0.39,0.0
0.39,"[218, 46, 92, 116]",0.0,0.04,0.04,0.17,0.35,0.0
0.37,"[217, 47, 92, 115]",0.0,0.05,0.04,0.14,0.4,0.0
0.41,"[215, 44, 94, 119]",0.0,0.04,0.08,0.12,0.35,0.0
0.38,"[214, 46, 93, 117]",0.0,0.05,0.05,0.11,0.41,0.0
0.41,"[214, 46, 93, 116]",0.0,0.05,0.04,0.11,0.39,0.0
0.31,"[214, 43, 92, 118]",0.0,0.05,0.04,0.17,0.42,0.01
0.36,"[213, 43, 92, 118]",0.0,0.05,0.05,0.18,0.35,0.01
0.27,"[212, 42, 93, 118]",0.0,0.05,0.06,0.2,0.42,0.01
0.13,"[209, 36, 98, 126]",0.0,0.04,0.16,0.31,0.34,0.02
0.24,"[208, 37, 98, 127]",0.0,0.02,0.09,0.34,0.31,0.01
0.29,"[209, 40, 95, 120]",0.0,0.02,0.1,0.27,0.31,0.01
0.31,"[209, 40, 95, 120]",0.0,0.03,0.12,0.25,0.29,0.01
0.21,"[209, 39, 96, 121]",0.0,0.02,0.11,0.39,0.25,0.01
0.14,"[204, 36, 100, 128]",0.0,0.02,0.19,0.38,0.25,0.01
0.16,"[204, 36, 99, 127]",0.0,0.03,0.13,0.31,0.35,0.02
0.15,"[204, 36, 99, 127]",0.0,0.03,0.12,0.32,0.35,0.02
0.09,"[203, 35, 101, 129]",0.0,0.02,0.14,0.45,0.29,0.01
0.16,"[204, 37, 100, 126]",0.0,0.02,0.17,0.37,0.28,0.01
0.12,"[205, 37, 99, 126]",0.0,0.02,0.17,0.41,0.26,0.01
0.03,"[205, 38, 101, 125]",0.0,0.04,0.13,0.33,0.46,0.02
0.02,"[205, 39, 99, 125]",0.0,0.03,0.06,0.16,0.71,0.01
0.03,"[206, 40, 99, 123]",0.0,0.04,0.09,0.21,0.62,0.01
0.08,"[214, 51, 89, 108]",0.0,0.18,0.02,0.1,0.62,0.01
0.08,"[213, 51, 90, 111]",0.0,0.38,0.05,0.12,0.35,0.03
0.16,"[213, 49, 91, 113]",0.0,0.27,0.09,0.19,0.26,0.03
0.16,"[205, 38, 99, 126]",0.0,0.09,0.25,0.23,0.2,0.07
0.15,"[205, 37, 99, 126]",0.0,0.1,0.2,0.23,0.23,0.08
0.27,"[212, 48, 90, 111]",0.0,0.23,0.06,0.18,0.24,0.02
0.19,"[212, 42, 91, 115]",0.0,0.12,0.18,0.28,0.22,0.01
0.19,"[212, 44, 90, 113]",0.0,0.19,0.08,0.31,0.19,0.03
0.31,"[211, 46, 90, 111]",0.0,0.14,0.07,0.24,0.21,0.02
0.21,"[211, 42, 91, 114]",0.0,0.21,0.09,0.25,0.2,0.04
0.24,"[211, 43, 91, 113]",0.0,0.13,0.07,0.33,0.21,0.03
0.31,"[211, 45, 90, 110]",0.0,0.16,0.06,0.25,0.19,0.03
0.32,"[211, 44, 90, 110]",0.0,0.16,0.05,0.26,0.19,0.03
0.27,"[211, 42, 90, 111]",0.0,0.14,0.05,0.29,0.22,0.03
0.25,"[211, 40, 89, 112]",0.0,0.08,0.06,0.4,0.19,0.02
0.22,"[212, 38, 88, 112]",0.0,0.09,0.08,0.42,0.18,0.02
0.07,"[212, 38, 87, 109]",0.0,0.15,0.02,0.3,0.45,0.01
0.02,"[212, 37, 85, 108]",0.0,0.1,0.04,0.49,0.33,0.02
0.04,"[211, 34, 86, 109]",0.0,0.13,0.02,0.42,0.36,0.02
0.04,"[205, 28, 91, 115]",0.0,0.13,0.01,0.43,0.38,0.01
0.04,"[210, 31, 86, 109]",0.0,0.13,0.01,0.32,0.46,0.03
0.04,"[211, 29, 85, 110]",0.0,0.21,0.0,0.19,0.52,0.03
0.06,"[205, 22, 91, 119]",0.0,0.14,0.01,0.32,0.45,0.01
0.07,"[210, 25, 86, 111]",0.0,0.18,0.0,0.37,0.33,0.05
0.06,"[214, 29, 81, 104]",0.0,0.33,0.0,0.2,0.33,0.07
0.08,"[210, 23, 84, 110]",0.0,0.22,0.0,0.25,0.39,0.06
0.09,"[211, 22, 83, 110]",0.0,0.14,0.0,0.31,0.43,0.03
0.15,"[211, 23, 82, 108]",0.0,0.14,0.0,0.23,0.45,0.02
0.11,"[206, 21, 86, 112]",0.0,0.09,0.0,0.35,0.42,0.03
0.16,"[209, 22, 82, 108]",0.0,0.11,0.0,0.32,0.4,0.02
0.12,"[209, 22, 81, 107]",0.0,0.14,0.0,0.32,0.37,0.05
0.14,"[210, 24, 80, 106]",0.0,0.1,0.0,0.26,0.49,0.01
0.14,"[209, 22, 81, 108]",0.0,0.09,0.0,0.27,0.48,0.02
0.09,"[212, 25, 78, 101]",0.0,0.15,0.0,0.38,0.33,0.04
0.1,"[204, 21, 88, 112]",0.0,0.05,0.0,0.48,0.37,0.0
0.08,"[207, 20, 86, 115]",0.0,0.08,0.01,0.58,0.24,0.01
0.14,"[208, 23, 85, 114]",0.0,0.06,0.0,0.52,0.28,0.01
0.12,"[206, 23, 87, 114]",0.0,0.1,0.0,0.52,0.26,0.0
0.27,"[211, 30, 83, 109]",0.0,0.06,0.0,0.41,0.25,0.0
0.22,"[211, 30, 84, 112]",0.0,0.05,0.0,0.49,0.24,0.0
0.2,"[210, 33, 85, 110]",0.0,0.07,0.0,0.46,0.26,0.0
0.12,"[211, 36, 84, 107]",0.0,0.13,0.0,0.29,0.45,0.01
0.06,"[212, 38, 84, 106]",0.0,0.14,0.0,0.16,0.62,0.02
0.07,"[212, 39, 84, 106]",0.0,0.19,0.0,0.14,0.59,0.01
0.07,"[213, 40, 84, 105]",0.0,0.18,0.0,0.12,0.62,0.01
0.1,"[213, 41, 83, 105]",0.0,0.25,0.0,0.13,0.5,0.01
0.08,"[213, 41, 84, 106]",0.0,0.28,0.0,0.19,0.42,0.02
0.09,"[213, 37, 85, 110]",0.0,0.15,0.01,0.22,0.51,0.02
0.11,"[213, 37, 85, 109]",0.0,0.14,0.0,0.29,0.44,0.01
0.08,"[214, 39, 84, 106]",0.0,0.14,0.01,0.36,0.39,0.02
0.1,"[215, 39, 84, 106]",0.0,0.15,0.01,0.35,0.37,0.03
0.14,"[215, 39, 85, 107]",0.0,0.12,0.01,0.29,0.42,0.02
0.16,"[215, 39, 85, 105]",0.0,0.1,0.02,0.5,0.21,0.01
0.34,"[215, 38, 85, 106]",0.0,0.07,0.03,0.46,0.1,0.0
0.19,"[214, 31, 88, 113]",0.0,0.03,0.04,0.55,0.18,0.0
0.3,"[215, 36, 86, 108]",0.0,0.05,0.04,0.45,0.16,0.0
0.33,"[214, 39, 86, 104]",0.0,0.05,0.04,0.45,0.13,0.0
0.34,"[215, 38, 85, 105]",0.0,0.06,0.02,0.4,0.17,0.0
0.37,"[215, 39, 85, 104]",0.0,0.08,0.03,0.33,0.19,0.0
0.39,"[215, 39, 85, 104]",0.0,0.07,0.03,0.31,0.2,0.0
0.34,"[215, 40, 85, 103]",0.0,0.04,0.03,0.4,0.19,0.0
0.35,"[215, 39, 85, 104]",0.0,0.06,0.05,0.35,0.19,0.0
0.34,"[216, 39, 83, 103]",0.0,0.05,0.03,0.34,0.23,0.0
0.34,"[215, 40, 84, 101]",0.0,0.06,0.02,0.42,0.16,0.0
0.37,"[215, 40, 84, 102]",0.0,0.05,0.03,0.35,0.19,0.0
0.25,"[213, 37, 86, 106]",0.0,0.04,0.03,0.46,0.23,0.0
0.18,"[213, 32, 88, 114]",0.0,0.01,0.05,0.46,0.29,0.0
0.21,"[213, 33, 88, 113]",0.0,0.02,0.06,0.36,0.36,0.0
0.18,"[213, 32, 88, 114]",0.0,0.01,0.06,0.48,0.26,0.0
0.19,"[213, 32, 88, 114]",0.0,0.01,0.06,0.52,0.22,0.0
0.19,"[213, 33, 88, 113]",0.0,0.02,0.07,0.44,0.29,0.0
0.2,"[213, 33, 88, 113]",0.0,0.01,0.07,0.44,0.27,0.0
0.21,"[213, 33, 88, 112]",0.0,0.01,0.08,0.49,0.21,0.0
0.24,"[213, 33, 88, 112]",0.0,0.02,0.07,0.45,0.22,0.0
0.2,"[213, 32, 89, 115]",0.0,0.01,0.1,0.47,0.21,0.0
0.18,"[213, 32, 89, 114]",0.0,0.02,0.1,0.46,0.24,0.0
0.23,"[213, 36, 88, 108]",0.0,0.02,0.07,0.51,0.17,0.0
0.26,"[213, 36, 88, 108]",0.0,0.02,0.06,0.48,0.18,0.0
0.15,"[214, 31, 89, 115]",0.0,0.02,0.07,0.51,0.24,0.0
0.32,"[217, 40, 84, 103]",0.0,0.05,0.06,0.43,0.15,0.0
0.33,"[217, 41, 85, 102]",0.0,0.04,0.06,0.46,0.1,0.0
0.24,"[214, 34, 89, 111]",0.0,0.02,0.08,0.45,0.21,0.0
0.16,"[215, 33, 89, 112]",0.0,0.01,0.09,0.57,0.16,0.0
0.2,"[216, 34, 88, 110]",0.0,0.03,0.05,0.5,0.23,0.0
0.17,"[215, 34, 90, 111]",0.0,0.02,0.06,0.55,0.2,0.0
0.19,"[215, 34, 90, 111]",0.0,0.02,0.06,0.53,0.19,0.0
0.2,"[216, 33, 89, 111]",0.0,0.02,0.1,0.49,0.19,0.0
0.2,"[216, 33, 89, 112]",0.0,0.01,0.08,0.55,0.16,0.0
0.18,"[216, 34, 90, 111]",0.0,0.03,0.08,0.49,0.22,0.0
